,sales_id,customer_id,order_date,ship_date,ship_mode,ship_to,total
4534,3926,7,2023-07-30,2023-08-02,Second Class,206,321.95
4535,9494,10,2023-07-30,2023-08-06,Standard Class,408,878.56
4536,8267,495,2023-07-30,2023-08-02,Second Class,434,1487.58
4537,8463,521,2023-07-30,2023-07-30,Same Day,209,671.32
4538,9908,311,2023-07-30,2023-08-03,Second Class,386,1696.84
4539,5160,289,2023-07-30,2023-08-02,Second Class,493,1767.92
4540,4803,714,2023-07-30,2023-08-05,Standard Class,386,2599.1
4541,4536,231,2023-07-30,2023-07-31,First Class,435,1144.29
4542,9191,475,2023-07-30,2023-08-04,Standard Class,215,2462.93
4543,2244,505,2023-07-30,2023-08-03,Second Class,442,606.66
4544,1746,671,2023-07-30,2023-08-05,Standard Class,159,322.72
4545,5727,95,2023-07-30,2023-08-02,Second Class,578,1702.46
4546,6728,121,2023-08-01,2023-08-06,Standard Class,400,88.14
4547,4778,629,2023-08-01,2023-08-01,Same Day,35,3393.4
4548,8239,39,2023-08-01,2023-08-07,Standard Class,291,14.9
4549,6445,629,2023-08-02,2023-08-05,Second Class,461,371.1
4550,6947,699,2023-08-02,2023-08-04,First Class,421,2188.86
4551,3470,40,2023-08-03,2023-08-03,Same Day,322,1550.1
4552,3439,699,2023-08-04,2023-08-04,Same Day,427,2032.87
4553,4271,479,2023-08-04,2023-08-04,Same Day,563,1962.28
4554,4105,279,2023-08-05,2023-08-08,Second Class,472,24.9
4555,7342,535,2023-08-06,2023-08-07,First Class,189,194.97
4556,2284,647,2023-08-07,2023-08-07,Same Day,224,1456.65
4557,5351,645,2023-08-07,2023-08-13,Standard Class,274,124.52
4558,9758,102,2023-08-08,2023-08-12,Second Class,127,529.53
4559,9876,109,2023-08-08,2023-08-15,Standard Class,527,52.6
4560,4038,700,2023-08-08,2023-08-09,First Class,389,3267.24
4561,2095,309,2023-08-09,2023-08-09,Same Day,631,1209.11
4562,6614,464,2023-08-09,2023-08-09,Same Day,477,172.52
4563,6376,702,2023-08-09,2023-08-10,First Class,611,174.95
4564,9781,111,2023-08-09,2023-08-09,Same Day,18,9341.09
4565,933,532,2023-08-09,2023-08-10,First Class,247,503.09
4566,2059,445,2023-08-09,2023-08-10,First Class,1,959.47
4567,8521,676,2023-08-09,2023-08-16,Standard Class,366,152.1
4568,2466,142,2023-08-09,2023-08-12,Second Class,55,278.4
4569,7609,278,2023-08-10,2023-08-10,Same Day,93,1250.54
4570,2865,462,2023-08-10,2023-08-12,First Class,606,107.66
4571,7497,427,2023-08-10,2023-08-12,First Class,572,699.93
4572,9598,298,2023-08-10,2023-08-14,Second Class,428,1954.36
4573,9245,615,2023-08-10,2023-08-14,Second Class,202,533.59
4574,2626,649,2023-08-10,2023-08-11,First Class,441,24.52
4575,7059,306,2023-08-11,2023-08-18,Standard Class,374,624.96
4576,2364,514,2023-08-11,2023-08-11,Same Day,24,34.95
4577,8768,232,2023-08-11,2023-08-16,Standard Class,402,722.81
4578,8984,513,2023-08-11,2023-08-12,First Class,546,168.99
4579,8911,707,2023-08-11,2023-08-13,First Class,524,3580.36
4580,5846,62,2023-08-11,2023-08-14,Second Class,484,159.98
4581,874,138,2023-08-11,2023-08-15,Second Class,586,5073.44
4582,37,409,2023-08-12,2023-08-15,Second Class,622,487.48
4583,9446,610,2023-08-12,2023-08-14,First Class,522,394.91
4584,9865,49,2023-08-12,2023-08-19,Standard Class,272,818.61
4585,2240,645,2023-08-12,2023-08-17,Standard Class,123,349.33
4586,3981,497,2023-08-13,2023-08-20,Standard Class,206,1441.88
4587,6666,648,2023-08-13,2023-08-16,Second Class,505,336.47
4588,278,444,2023-08-13,2023-08-13,Same Day,404,400.21
4589,8905,646,2023-08-13,2023-08-16,Second Class,239,28.91
4590,2506,648,2023-08-14,2023-08-15,First Class,475,289.53
4591,6179,503,2023-08-14,2023-08-20,Standard Class,382,32.35
4592,9890,522,2023-08-14,2023-08-19,Standard Class,469,1214.22
4593,9323,524,2023-08-14,2023-08-19,Standard Class,87,557.82
4594,7788,647,2023-08-14,2023-08-14,Same Day,501,374.2
4595,7604,712,2023-08-14,2023-08-20,Standard Class,459,95.6
4596,9691,680,2023-08-15,2023-08-16,First Class,381,791.35
4597,1454,521,2023-08-15,2023-08-22,Standard Class,498,12.72
4598,2757,91,2023-08-15,2023-08-17,First Class,2,381.15
4599,5587,146,2023-08-15,2023-08-19,Second Class,222,125.88
4600,2767,407,2023-08-15,2023-08-16,First Class,174,2656.04
4601,5467,253,2023-08-15,2023-08-19,Second Class,476,626.57
4602,8716,517,2023-08-15,2023-08-15,Same Day,400,39.68
4603,360,538,2023-08-16,2023-08-18,First Class,496,688.18
4604,9783,415,2023-08-16,2023-08-19,Second Class,54,2619.48
4605,4719,433,2023-08-16,2023-08-18,First Class,50,102.13
4606,1694,690,2023-08-16,2023-08-22,Standard Class,337,2372.56
4607,5630,719,2023-08-16,2023-08-18,First Class,515,832.08
4608,6321,315,2023-08-16,2023-08-18,First Class,18,1035.89
4609,3988,273,2023-08-16,2023-08-19,Second Class,149,815.42
4610,5935,686,2023-08-16,2023-08-16,Same Day,28,254.27
4611,7053,265,2023-08-16,2023-08-16,Same Day,243,871.92
4612,785,137,2023-08-17,2023-08-20,Second Class,244,350.82
4613,9255,467,2023-08-17,2023-08-18,First Class,276,1729.31
4614,5660,484,2023-08-17,2023-08-17,Same Day,529,102.57
4615,4619,693,2023-08-17,2023-08-22,Standard Class,249,494.96
4616,5904,632,2023-08-17,2023-08-23,Standard Class,164,486.99
4617,7914,495,2023-08-17,2023-08-23,Standard Class,198,135.48
4618,6932,143,2023-08-17,2023-08-18,First Class,426,884.85
4619,8973,678,2023-08-17,2023-08-24,Standard Class,342,1532.84
4620,1725,443,2023-08-17,2023-08-22,Standard Class,40,144.04
4621,9228,123,2023-08-17,2023-08-17,Same Day,208,583.68
4622,5266,102,2023-08-17,2023-08-20,Second Class,585,38.88
4623,8226,478,2023-08-18,2023-08-22,Second Class,488,806.19
4624,3631,447,2023-08-18,2023-08-19,First Class,80,1040.89
4625,6444,705,2023-08-18,2023-08-18,Same Day,329,53.52
4626,421,501,2023-08-18,2023-08-20,First Class,292,1589.58
4627,8262,94,2023-08-18,2023-08-25,Standard Class,36,323.94
4628,904,714,2023-08-18,2023-08-20,First Class,319,615.15
4629,108,76,2023-08-18,2023-08-24,Standard Class,459,448.04
4630,4339,517,2023-08-19,2023-08-26,Standard Class,392,61.81
4631,9209,501,2023-08-19,2023-08-19,Same Day,331,168.38
4632,4985,269,2023-08-19,2023-08-19,Same Day,173,3312.36
4633,3577,462,2023-08-19,2023-08-23,Second Class,4,442.2
4634,1209,50,2023-08-19,2023-08-20,First Class,403,1776.22
4635,2974,664,2023-08-19,2023-08-26,Standard Class,518,1157.35
4636,930,714,2023-08-19,2023-08-23,Second Class,319,222.19
4637,2274,714,2023-08-19,2023-08-20,First Class,398,369.84
4638,1426,480,2023-08-19,2023-08-23,Second Class,326,142.38
4639,6638,522,2023-08-19,2023-08-21,First Class,424,499.07
4640,894,614,2023-08-19,2023-08-22,Second Class,323,973.46
4641,204,129,2023-08-19,2023-08-21,First Class,528,31465.17
4642,5443,441,2023-08-20,2023-08-21,First Class,588,375.95
4643,4621,473,2023-08-20,2023-08-21,First Class,365,534.72
4644,1702,507,2023-08-20,2023-08-22,First Class,303,5.8
4645,6835,523,2023-08-20,2023-08-25,Standard Class,218,2072.03
4646,1520,672,2023-08-21,2023-08-25,Second Class,236,47.04
4647,5910,282,2023-08-21,2023-08-21,Same Day,520,562.36
4648,3012,72,2023-08-21,2023-08-25,Second Class,325,139.68
4649,4677,404,2023-08-21,2023-08-23,First Class,12,1731.12
4650,4501,282,2023-08-21,2023-08-28,Standard Class,199,896.04
4651,6578,62,2023-08-21,2023-08-21,Same Day,185,133.93
4652,1089,110,2023-08-21,2023-08-21,Same Day,521,432.69
4653,426,520,2023-08-21,2023-08-25,Second Class,309,698.35
4654,2024,684,2023-08-21,2023-08-27,Standard Class,81,132.79
4655,2646,527,2023-08-21,2023-08-28,Standard Class,335,11.97
4656,4831,677,2023-08-21,2023-08-22,First Class,111,883.42
4657,3660,290,2023-08-21,2023-08-26,Standard Class,335,300.86
4658,5419,723,2023-08-21,2023-08-22,First Class,9,6.98
4659,9710,291,2023-08-21,2023-08-28,Standard Class,492,86.64
4660,9560,623,2023-08-21,2023-08-21,Same Day,536,206.21
4661,979,427,2023-08-21,2023-08-21,Same Day,623,67.99
4662,6976,476,2023-08-21,2023-08-21,Same Day,528,203.42
4663,6813,649,2023-08-21,2023-08-25,Second Class,249,1088.82
4664,9006,623,2023-08-21,2023-08-21,Same Day,128,72.73
4665,2740,476,2023-08-22,2023-08-23,First Class,83,2009.53
4666,6197,421,2023-08-22,2023-08-28,Standard Class,265,2253.55
4667,5871,293,2023-08-22,2023-08-28,Standard Class,443,29.12
4668,3338,476,2023-08-22,2023-08-22,Same Day,283,681.68
4669,1851,710,2023-08-22,2023-08-24,First Class,258,556.78
4670,8708,53,2023-08-22,2023-08-26,Second Class,208,1164.24
4671,525,310,2023-08-22,2023-08-29,Standard Class,327,248.46
4672,1597,65,2023-08-22,2023-08-29,Standard Class,48,2603.65
4673,7592,713,2023-08-22,2023-08-22,Same Day,589,592.6
4674,873,697,2023-08-23,2023-08-26,Second Class,396,183.02
4675,8313,524,2023-08-23,2023-08-23,Same Day,422,1687.61
4676,4801,691,2023-08-23,2023-08-23,Same Day,465,144.44
4677,4805,525,2023-08-23,2023-08-23,Same Day,427,5962.12
4678,1310,715,2023-08-23,2023-08-25,First Class,297,193.98
4679,8987,301,2023-08-23,2023-08-23,Same Day,481,1535.26
4680,8960,682,2023-08-23,2023-08-29,Standard Class,131,68.68
4681,5574,708,2023-08-23,2023-08-28,Standard Class,32,104.86
4682,8322,660,2023-08-23,2023-08-23,Same Day,206,11.97
4683,2754,422,2023-08-23,2023-08-26,Second Class,8,365.7
4684,8083,236,2023-08-23,2023-08-25,First Class,574,1799.96
4685,2523,332,2023-08-23,2023-08-29,Standard Class,254,117.5
4686,1595,692,2023-08-23,2023-08-23,Same Day,254,44.91
4687,6870,104,2023-08-23,2023-08-24,First Class,586,1171.51
4688,4319,129,2023-08-23,2023-08-24,First Class,489,1715.44
4689,648,505,2023-08-23,2023-08-25,First Class,149,124.38
4690,2312,669,2023-08-23,2023-08-23,Same Day,4,1075.72
4691,5515,232,2023-08-24,2023-08-26,First Class,621,1656.23
4692,146,698,2023-08-24,2023-08-25,First Class,320,561.96
4693,2448,466,2023-08-24,2023-08-24,Same Day,278,590.91
4694,4384,717,2023-08-24,2023-08-26,First Class,394,556.5
4695,9348,437,2023-08-24,2023-08-30,Standard Class,204,1347.21
4696,8423,219,2023-08-24,2023-08-26,First Class,102,1282.47
4697,782,422,2023-08-24,2023-08-25,First Class,150,48.72
4698,3873,696,2023-08-24,2023-08-31,Standard Class,57,5.8
4699,1277,293,2023-08-24,2023-08-27,Second Class,388,475.16
4700,8147,147,2023-08-24,2023-08-27,Second Class,164,33.48
4701,166,617,2023-08-24,2023-08-28,Second Class,523,2776.85
4702,5210,726,2023-08-24,2023-08-28,Second Class,18,197.35
4703,1150,677,2023-08-24,2023-08-27,Second Class,172,608.67
4704,1357,637,2023-08-24,2023-08-24,Same Day,581,38.0
4705,5589,525,2023-08-24,2023-08-27,Second Class,588,1356.66
4706,5990,508,2023-08-24,2023-08-24,Same Day,109,121.44
4707,8173,95,2023-08-24,2023-08-30,Standard Class,369,72.81
4708,4597,691,2023-08-24,2023-08-29,Standard Class,542,601.3
4709,4463,1,2023-08-24,2023-08-28,Second Class,188,77.55
4710,514,680,2023-08-25,2023-08-31,Standard Class,85,65.66
4711,6707,665,2023-08-25,2023-08-29,Second Class,95,2143.64
4712,3566,410,2023-08-25,2023-08-28,Second Class,327,25.2
4713,9789,707,2023-08-25,2023-08-28,Second Class,499,315.26
4714,3939,281,2023-08-25,2023-08-29,Second Class,181,154.31
4715,9971,98,2023-08-25,2023-08-25,Same Day,346,1004.72
4716,228,27,2023-08-25,2023-08-29,Second Class,49,894.55
4717,6195,132,2023-08-25,2023-09-01,Standard Class,259,1243.62
4718,746,722,2023-08-25,2023-08-30,Standard Class,316,1597.65
4719,6010,533,2023-08-25,2023-08-28,Second Class,115,234.84
4720,8554,488,2023-08-25,2023-08-25,Same Day,354,509.97
4721,8938,610,2023-08-25,2023-08-25,Same Day,13,421.96
4722,671,489,2023-08-25,2023-08-27,First Class,441,312.94
4723,7830,684,2023-08-26,2023-08-30,Second Class,322,2306.0
4724,508,643,2023-08-26,2023-08-31,Standard Class,498,2170.59
4725,2966,653,2023-08-26,2023-08-26,Same Day,552,725.92
4726,1801,698,2023-08-26,2023-09-02,Standard Class,216,93.7
4727,4092,696,2023-08-26,2023-08-29,Second Class,496,3380.49
4728,3352,148,2023-08-26,2023-08-28,First Class,531,3599.94
4729,6359,450,2023-08-26,2023-08-28,First Class,317,2142.55
4730,9669,529,2023-08-26,2023-08-31,Standard Class,596,38.88
4731,4021,694,2023-08-26,2023-08-29,Second Class,439,393.24
4732,5815,726,2023-08-26,2023-08-29,Second Class,161,5866.37
4733,8728,111,2023-08-26,2023-08-26,Same Day,599,90.06
4734,207,717,2023-08-26,2023-09-02,Standard Class,259,747.89
4735,9495,435,2023-08-26,2023-08-26,Same Day,245,359.79
4736,2568,78,2023-08-26,2023-09-01,Standard Class,268,915.67
4737,818,690,2023-08-27,2023-08-31,Second Class,152,387.66
4738,3335,146,2023-08-27,2023-08-29,First Class,482,6723.52
4739,2190,710,2023-08-27,2023-08-27,Same Day,112,369.54
4740,3605,491,2023-08-27,2023-08-31,Second Class,82,653.01
4741,3898,124,2023-08-27,2023-08-27,Same Day,7,620.01
4742,3121,726,2023-08-27,2023-09-01,Standard Class,147,3846.72
4743,9815,690,2023-08-27,2023-09-01,Standard Class,431,60.34
4744,628,328,2023-08-27,2023-09-02,Standard Class,365,154.38
4745,7744,521,2023-08-27,2023-08-31,Second Class,171,413.14
4746,1944,726,2023-08-27,2023-08-30,Second Class,123,2820.34
4747,6769,726,2023-08-27,2023-08-27,Same Day,255,1376.79
4748,7022,522,2023-08-27,2023-08-28,First Class,511,1529.09
4749,5661,636,2023-08-27,2023-09-01,Standard Class,536,2571.22
4750,1046,718,2023-08-27,2023-08-28,First Class,557,504.0
4751,3489,241,2023-08-27,2023-09-03,Standard Class,330,194.5
4752,6287,437,2023-08-27,2023-09-03,Standard Class,36,604.99
4753,3640,468,2023-08-27,2023-08-28,First Class,544,1238.46
4754,8087,510,2023-08-28,2023-09-02,Standard Class,158,69.48
4755,6358,437,2023-08-28,2023-08-28,Same Day,36,30.84
4756,9318,722,2023-08-28,2023-08-31,Second Class,387,22559.11
4757,8607,715,2023-08-28,2023-08-29,First Class,23,879.93
4758,2379,421,2023-08-28,2023-08-30,First Class,426,1665.33
4759,9645,651,2023-08-28,2023-08-31,Second Class,526,1717.81
4760,5880,231,2023-08-28,2023-08-31,Second Class,483,787.53
4761,326,455,2023-08-28,2023-08-31,Second Class,581,10.08
4762,5592,512,2023-08-28,2023-08-28,Same Day,527,1005.76
4763,5292,423,2023-08-28,2023-08-31,Second Class,102,2569.2
4764,3793,726,2023-08-28,2023-09-01,Second Class,337,1412.59
4765,5557,664,2023-08-29,2023-09-02,Second Class,631,1672.65
4766,9059,512,2023-08-29,2023-08-29,Same Day,383,490.82
4767,7394,631,2023-08-29,2023-09-04,Standard Class,385,23.4
4768,6363,261,2023-08-29,2023-09-01,Second Class,541,846.86
4769,5110,422,2023-08-29,2023-08-30,First Class,446,766.22
4770,4364,292,2023-08-29,2023-08-30,First Class,444,148.56
4771,233,475,2023-08-29,2023-08-30,First Class,453,2799.34
4772,8048,713,2023-08-29,2023-08-31,First Class,426,54.18
4773,3190,666,2023-08-29,2023-09-02,Second Class,274,67.49
4774,3384,721,2023-08-29,2023-08-31,First Class,353,351.72
4775,996,626,2023-08-29,2023-09-01,Second Class,316,1371.03
4776,7178,521,2023-08-29,2023-09-01,Second Class,292,731.52
4777,9095,694,2023-08-29,2023-08-30,First Class,499,2686.44
4778,2382,33,2023-08-29,2023-08-31,First Class,461,2279.96
4779,4631,501,2023-08-29,2023-08-30,First Class,427,100.45
4780,4750,292,2023-08-29,2023-09-01,Second Class,130,7920.69
4781,4687,612,2023-08-29,2023-08-30,First Class,382,83.93
4782,8210,107,2023-08-29,2023-09-05,Standard Class,595,14.63
4783,859,704,2023-08-29,2023-09-04,Standard Class,274,152.53
4784,6421,520,2023-08-30,2023-09-01,First Class,522,58.6
4785,9704,229,2023-08-30,2023-08-31,First Class,465,70.98
4786,5634,537,2023-08-30,2023-08-30,Same Day,224,1761.56
4787,2861,540,2023-08-30,2023-09-06,Standard Class,291,7636.31
4788,5712,474,2023-08-30,2023-08-30,Same Day,586,129.12
4789,260,651,2023-08-30,2023-09-04,Standard Class,514,865.35
4790,6788,23,2023-08-30,2023-08-30,Same Day,210,1433.25
4791,4222,713,2023-08-30,2023-09-01,First Class,64,531.62
4792,1823,690,2023-08-30,2023-08-30,Same Day,550,258.77
4793,4969,632,2023-08-30,2023-08-30,Same Day,529,949.38
4794,5370,47,2023-08-30,2023-08-31,First Class,357,24.88
4795,7348,654,2023-08-30,2023-09-03,Second Class,440,699.93
4796,6083,725,2023-08-30,2023-08-30,Same Day,581,236.66
4797,4784,665,2023-08-30,2023-09-01,First Class,506,150.72
4798,5545,654,2023-08-30,2023-09-03,Second Class,118,1383.57
4799,2189,311,2023-08-30,2023-09-02,Second Class,85,872.78
4800,8506,692,2023-08-30,2023-08-30,Same Day,148,157.1
4801,558,714,2023-08-30,2023-09-01,First Class,86,66.02
4802,3730,627,2023-09-01,2023-09-04,Second Class,545,1110.7
4803,2756,60,2023-09-02,2023-09-05,Second Class,214,400.61
4804,631,729,2023-09-02,2023-09-05,Second Class,570,1677.64
4805,9145,727,2023-09-02,2023-09-04,First Class,218,65.32
4806,500,441,2023-09-02,2023-09-03,First Class,580,1343.86
4807,1553,335,2023-09-03,2023-09-03,Same Day,506,396.53
4808,8386,730,2023-09-03,2023-09-03,Same Day,390,2364.09
4809,3815,103,2023-09-03,2023-09-10,Standard Class,86,104.78
4810,6634,629,2023-09-05,2023-09-06,First Class,529,1918.66
4811,1970,308,2023-09-06,2023-09-08,First Class,8,905.88
4812,7288,424,2023-09-06,2023-09-10,Second Class,491,919.04
4813,4965,103,2023-09-06,2023-09-09,Second Class,322,148.7
4814,8556,482,2023-09-06,2023-09-08,First Class,353,2193.0
4815,1399,646,2023-09-06,2023-09-11,Standard Class,13,2001.63
4816,7254,460,2023-09-07,2023-09-09,First Class,427,505.63
4817,2134,154,2023-09-08,2023-09-11,Second Class,397,681.72
4818,1794,688,2023-09-08,2023-09-13,Standard Class,276,714.0
4819,4754,61,2023-09-08,2023-09-08,Same Day,169,306.78
4820,3026,676,2023-09-08,2023-09-14,Standard Class,421,15.6
4821,1262,104,2023-09-08,2023-09-08,Same Day,476,160.13
4822,4661,707,2023-09-09,2023-09-15,Standard Class,139,1924.21
4823,4936,518,2023-09-09,2023-09-10,First Class,75,214.0
4824,8350,21,2023-09-09,2023-09-16,Standard Class,184,112.78
4825,5257,269,2023-09-10,2023-09-16,Standard Class,157,263.55
4826,7876,638,2023-09-10,2023-09-10,Same Day,395,700.36
4827,3985,729,2023-09-10,2023-09-13,Second Class,280,122.04
4828,9222,309,2023-09-11,2023-09-13,First Class,234,58.6
4829,6987,136,2023-09-11,2023-09-18,Standard Class,405,122.51
4830,3496,219,2023-09-11,2023-09-11,Same Day,408,488.53
4831,3662,81,2023-09-11,2023-09-18,Standard Class,194,22.86
4832,1380,69,2023-09-11,2023-09-15,Second Class,579,43.96
4833,7044,497,2023-09-11,2023-09-13,First Class,469,273.6
4834,9973,542,2023-09-11,2023-09-15,Second Class,8,1581.48
4835,5040,611,2023-09-12,2023-09-15,Second Class,458,1197.26
4836,9007,707,2023-09-12,2023-09-19,Standard Class,59,2446.15
4837,198,675,2023-09-12,2023-09-19,Standard Class,48,92.94
4838,9830,144,2023-09-12,2023-09-13,First Class,506,804.86
4839,173,143,2023-09-12,2023-09-16,Second Class,599,583.44
4840,825,532,2023-09-12,2023-09-12,Same Day,107,242.26
4841,622,307,2023-09-12,2023-09-12,Same Day,53,49.76
4842,6230,665,2023-09-12,2023-09-16,Second Class,129,209.52
4843,5041,537,2023-09-12,2023-09-13,First Class,304,265.72
4844,3065,645,2023-09-12,2023-09-19,Standard Class,333,99.6
4845,6387,707,2023-09-13,2023-09-13,Same Day,153,1595.4
4846,9496,464,2023-09-13,2023-09-16,Second Class,270,2139.93
4847,5700,537,2023-09-13,2023-09-15,First Class,45,20.72
4848,4419,710,2023-09-13,2023-09-16,Second Class,146,51.17
4849,1104,460,2023-09-13,2023-09-13,Same Day,408,1073.35
4850,8700,71,2023-09-13,2023-09-17,Second Class,376,349.96
4851,4145,141,2023-09-13,2023-09-14,First Class,309,11.92
4852,2068,687,2023-09-13,2023-09-13,Same Day,625,239.12
4853,8822,672,2023-09-13,2023-09-19,Standard Class,209,913.55
4854,7120,501,2023-09-14,2023-09-14,Same Day,505,237.28
4855,2824,313,2023-09-14,2023-09-19,Standard Class,511,796.23
4856,5928,618,2023-09-14,2023-09-17,Second Class,138,457.57
4857,2410,45,2023-09-14,2023-09-14,Same Day,231,166.12
4858,601,736,2023-09-14,2023-09-14,Same Day,73,6389.65
4859,2256,28,2023-09-14,2023-09-15,First Class,242,166.81
4860,6285,323,2023-09-14,2023-09-16,First Class,532,151.76
4861,5792,341,2023-09-14,2023-09-18,Second Class,536,5542.56
4862,774,733,2023-09-15,2023-09-18,Second Class,303,957.96
4863,8886,680,2023-09-15,2023-09-16,First Class,567,1838.6
4864,1668,544,2023-09-15,2023-09-18,Second Class,29,34.9
4865,661,314,2023-09-15,2023-09-15,Same Day,116,1156.29
4866,3304,345,2023-09-15,2023-09-15,Same Day,583,187.41
4867,1613,513,2023-09-15,2023-09-16,First Class,388,31.66
4868,8912,103,2023-09-15,2023-09-22,Standard Class,139,231.71
4869,44,81,2023-09-15,2023-09-19,Second Class,534,159.48
4870,9802,704,2023-09-15,2023-09-17,First Class,32,297.14
4871,9643,541,2023-09-16,2023-09-21,Standard Class,497,796.79
4872,6821,137,2023-09-16,2023-09-16,Same Day,89,1515.75
4873,7406,467,2023-09-16,2023-09-17,First Class,370,683.88
4874,388,342,2023-09-16,2023-09-22,Standard Class,610,1198.22
4875,8908,261,2023-09-16,2023-09-19,Second Class,551,715.02
4876,5796,344,2023-09-16,2023-09-20,Second Class,532,6564.79
4877,9524,480,2023-09-16,2023-09-20,Second Class,60,299.08
4878,1992,681,2023-09-16,2023-09-16,Same Day,432,807.0
4879,8660,653,2023-09-16,2023-09-16,Same Day,244,906.42
4880,2492,503,2023-09-16,2023-09-22,Standard Class,620,780.06
4881,8622,466,2023-09-16,2023-09-23,Standard Class,269,3359.93
4882,6571,617,2023-09-16,2023-09-20,Second Class,209,591.22
4883,7863,615,2023-09-17,2023-09-17,Same Day,177,902.85
4884,530,123,2023-09-17,2023-09-18,First Class,586,2921.8
4885,9025,159,2023-09-17,2023-09-20,Second Class,224,1070.18
4886,3733,737,2023-09-17,2023-09-20,Second Class,59,227.94
4887,7927,637,2023-09-17,2023-09-18,First Class,525,413.85
4888,9319,338,2023-09-17,2023-09-19,First Class,22,92.1
4889,5290,410,2023-09-18,2023-09-19,First Class,54,92.42
4890,1339,338,2023-09-18,2023-09-25,Standard Class,153,2282.88
4891,6890,342,2023-09-18,2023-09-21,Second Class,73,221.92
4892,8455,153,2023-09-18,2023-09-18,Same Day,492,697.48
4893,8922,733,2023-09-18,2023-09-18,Same Day,437,505.73
4894,6252,324,2023-09-18,2023-09-20,First Class,401,2374.5
4895,8183,733,2023-09-18,2023-09-19,First Class,273,30.76
4896,181,637,2023-09-18,2023-09-22,Second Class,424,2046.82
4897,8339,289,2023-09-18,2023-09-23,Standard Class,390,2840.38
4898,1717,326,2023-09-18,2023-09-22,Second Class,539,3287.93
4899,7647,648,2023-09-19,2023-09-21,First Class,421,51.23
4900,5081,47,2023-09-19,2023-09-20,First Class,400,255.67
4901,9839,631,2023-09-19,2023-09-19,Same Day,578,782.83
4902,6625,152,2023-09-19,2023-09-19,Same Day,276,1106.66
4903,4362,545,2023-09-19,2023-09-20,First Class,166,1163.06
4904,6978,474,2023-09-19,2023-09-19,Same Day,243,727.74
4905,5678,518,2023-09-19,2023-09-25,Standard Class,556,255.59
4906,2207,719,2023-09-19,2023-09-19,Same Day,170,309.41
4907,1545,409,2023-09-19,2023-09-19,Same Day,111,1180.16
4908,3257,738,2023-09-19,2023-09-19,Same Day,329,854.93
4909,1989,678,2023-09-19,2023-09-23,Second Class,465,215.52
4910,5749,535,2023-09-20,2023-09-21,First Class,611,1840.04
4911,5451,440,2023-09-20,2023-09-20,Same Day,484,59.9
4912,2442,413,2023-09-20,2023-09-22,First Class,254,430.0
4913,3089,434,2023-09-20,2023-09-22,First Class,382,101.41
4914,7718,415,2023-09-20,2023-09-23,Second Class,126,59.98
4915,5203,467,2023-09-20,2023-09-22,First Class,47,696.83
4916,3861,342,2023-09-20,2023-09-20,Same Day,10,3550.47
4917,3932,469,2023-09-20,2023-09-27,Standard Class,278,265.22
4918,8699,483,2023-09-20,2023-09-20,Same Day,1,3855.73
4919,8146,273,2023-09-20,2023-09-26,Standard Class,355,283.13
4920,7753,85,2023-09-20,2023-09-23,Second Class,592,133.24
4921,3726,450,2023-09-20,2023-09-21,First Class,237,156.5
4922,5600,348,2023-09-20,2023-09-22,First Class,502,4297.6
4923,7469,653,2023-09-20,2023-09-23,Second Class,60,750.68
4924,6489,140,2023-09-20,2023-09-21,First Class,54,8.72
4925,6545,537,2023-09-20,2023-09-22,First Class,306,1817.05
4926,218,165,2023-09-20,2023-09-22,First Class,534,105.76
4927,3093,344,2023-09-20,2023-09-20,Same Day,518,9234.7
4928,1323,22,2023-09-21,2023-09-24,Second Class,189,1878.88
4929,3756,413,2023-09-21,2023-09-23,First Class,80,121.07
4930,300,521,2023-09-21,2023-09-21,Same Day,449,99.2
4931,5695,317,2023-09-21,2023-09-23,First Class,390,2233.98
4932,5864,728,2023-09-21,2023-09-28,Standard Class,207,145.48
4933,7595,528,2023-09-21,2023-09-24,Second Class,576,470.78
4934,6572,736,2023-09-21,2023-09-23,First Class,527,2006.75
4935,2180,528,2023-09-21,2023-09-21,Same Day,386,322.91
4936,9397,329,2023-09-21,2023-09-21,Same Day,403,2183.67
4937,1528,686,2023-09-21,2023-09-21,Same Day,142,792.28
4938,2953,740,2023-09-21,2023-09-28,Standard Class,349,247.72
4939,6542,345,2023-09-21,2023-09-21,Same Day,288,1826.86
4940,8903,739,2023-09-21,2023-09-24,Second Class,63,484.09
4941,4422,129,2023-09-21,2023-09-21,Same Day,247,557.5
4942,7089,47,2023-09-21,2023-09-25,Second Class,51,825.78
4943,5146,327,2023-09-21,2023-09-26,Standard Class,46,1139.95
4944,2120,492,2023-09-21,2023-09-25,Second Class,153,437.93
4945,6092,266,2023-09-21,2023-09-24,Second Class,195,1392.17
4946,2234,488,2023-09-22,2023-09-23,First Class,619,50.22
4947,9956,739,2023-09-22,2023-09-25,Second Class,73,472.81
4948,3848,314,2023-09-22,2023-09-25,Second Class,399,179.0
4949,2797,626,2023-09-22,2023-09-23,First Class,158,411.98
4950,3871,625,2023-09-22,2023-09-27,Standard Class,409,55.89
4951,8759,440,2023-09-22,2023-09-25,Second Class,512,328.73
4952,9719,678,2023-09-22,2023-09-22,Same Day,1,1775.73
4953,9187,554,2023-09-22,2023-09-22,Same Day,314,1052.75
4954,6272,460,2023-09-22,2023-09-22,Same Day,521,5491.23
