time_key,day_of_month,week_of_month,month,year,quarter_of_year,date
20230630,30,5,6,2023,2,2023-06-30
20230701,1,1,7,2023,3,2023-07-01
20230702,2,1,7,2023,3,2023-07-02
20230703,3,1,7,2023,3,2023-07-03
20230704,4,1,7,2023,3,2023-07-04
20230705,5,1,7,2023,3,2023-07-05
20230706,6,1,7,2023,3,2023-07-06
20230707,7,1,7,2023,3,2023-07-07
20230708,8,2,7,2023,3,2023-07-08
20230709,9,2,7,2023,3,2023-07-09
20230710,10,2,7,2023,3,2023-07-10
20230711,11,2,7,2023,3,2023-07-11
20230712,12,2,7,2023,3,2023-07-12
20230713,13,2,7,2023,3,2023-07-13
20230714,14,2,7,2023,3,2023-07-14
20230715,15,3,7,2023,3,2023-07-15
20230716,16,3,7,2023,3,2023-07-16
20230717,17,3,7,2023,3,2023-07-17
20230718,18,3,7,2023,3,2023-07-18
20230719,19,3,7,2023,3,2023-07-19
20230720,20,3,7,2023,3,2023-07-20
20230721,21,3,7,2023,3,2023-07-21
20230722,22,4,7,2023,3,2023-07-22
20230723,23,4,7,2023,3,2023-07-23
20230724,24,4,7,2023,3,2023-07-24
20230725,25,4,7,2023,3,2023-07-25
20230726,26,4,7,2023,3,2023-07-26
20230727,27,4,7,2023,3,2023-07-27
20230728,28,4,7,2023,3,2023-07-28
20230729,29,5,7,2023,3,2023-07-29
20230730,30,5,7,2023,3,2023-07-30
20230731,31,5,7,2023,3,2023-07-31
20230801,1,1,8,2023,3,2023-08-01
20230802,2,1,8,2023,3,2023-08-02
20230803,3,1,8,2023,3,2023-08-03
20230804,4,1,8,2023,3,2023-08-04
20230805,5,1,8,2023,3,2023-08-05
20230806,6,1,8,2023,3,2023-08-06
20230807,7,1,8,2023,3,2023-08-07
20230808,8,2,8,2023,3,2023-08-08
20230809,9,2,8,2023,3,2023-08-09
20230810,10,2,8,2023,3,2023-08-10
20230811,11,2,8,2023,3,2023-08-11
20230812,12,2,8,2023,3,2023-08-12
20230813,13,2,8,2023,3,2023-08-13
20230814,14,2,8,2023,3,2023-08-14
20230815,15,3,8,2023,3,2023-08-15
20230816,16,3,8,2023,3,2023-08-16
20230817,17,3,8,2023,3,2023-08-17
20230818,18,3,8,2023,3,2023-08-18
20230819,19,3,8,2023,3,2023-08-19
20230820,20,3,8,2023,3,2023-08-20
20230821,21,3,8,2023,3,2023-08-21
20230822,22,4,8,2023,3,2023-08-22
20230823,23,4,8,2023,3,2023-08-23
20230824,24,4,8,2023,3,2023-08-24
20230825,25,4,8,2023,3,2023-08-25
20230826,26,4,8,2023,3,2023-08-26
20230827,27,4,8,2023,3,2023-08-27
20230828,28,4,8,2023,3,2023-08-28
20230829,29,5,8,2023,3,2023-08-29
20230830,30,5,8,2023,3,2023-08-30
20230831,31,5,8,2023,3,2023-08-31
20230901,1,1,9,2023,3,2023-09-01
20230902,2,1,9,2023,3,2023-09-02
20230903,3,1,9,2023,3,2023-09-03
20230904,4,1,9,2023,3,2023-09-04
20230905,5,1,9,2023,3,2023-09-05
20230906,6,1,9,2023,3,2023-09-06
20230907,7,1,9,2023,3,2023-09-07
20230908,8,2,9,2023,3,2023-09-08
20230909,9,2,9,2023,3,2023-09-09
20230910,10,2,9,2023,3,2023-09-10
20230911,11,2,9,2023,3,2023-09-11
20230912,12,2,9,2023,3,2023-09-12
20230913,13,2,9,2023,3,2023-09-13
20230914,14,2,9,2023,3,2023-09-14
20230915,15,3,9,2023,3,2023-09-15
20230916,16,3,9,2023,3,2023-09-16
20230917,17,3,9,2023,3,2023-09-17
20230918,18,3,9,2023,3,2023-09-18
20230919,19,3,9,2023,3,2023-09-19
20230920,20,3,9,2023,3,2023-09-20
20230921,21,3,9,2023,3,2023-09-21
20230922,22,4,9,2023,3,2023-09-22
20230923,23,4,9,2023,3,2023-09-23
20230924,24,4,9,2023,3,2023-09-24
20230925,25,4,9,2023,3,2023-09-25
20230926,26,4,9,2023,3,2023-09-26
20230927,27,4,9,2023,3,2023-09-27
20230928,28,4,9,2023,3,2023-09-28
20230929,29,5,9,2023,3,2023-09-29
20230930,30,5,9,2023,3,2023-09-30
20231001,1,1,10,2023,4,2023-10-01
20231002,2,1,10,2023,4,2023-10-02
20231003,3,1,10,2023,4,2023-10-03
20231004,4,1,10,2023,4,2023-10-04
20231005,5,1,10,2023,4,2023-10-05
20231006,6,1,10,2023,4,2023-10-06
20231007,7,1,10,2023,4,2023-10-07
20231008,8,2,10,2023,4,2023-10-08
20231009,9,2,10,2023,4,2023-10-09
20231010,10,2,10,2023,4,2023-10-10
20231011,11,2,10,2023,4,2023-10-11
20231012,12,2,10,2023,4,2023-10-12
20231013,13,2,10,2023,4,2023-10-13
20231014,14,2,10,2023,4,2023-10-14
20231015,15,3,10,2023,4,2023-10-15
20231016,16,3,10,2023,4,2023-10-16
20231017,17,3,10,2023,4,2023-10-17
20231018,18,3,10,2023,4,2023-10-18
20231019,19,3,10,2023,4,2023-10-19
20231020,20,3,10,2023,4,2023-10-20
20231021,21,3,10,2023,4,2023-10-21
20231022,22,4,10,2023,4,2023-10-22
20231023,23,4,10,2023,4,2023-10-23
20231024,24,4,10,2023,4,2023-10-24
20231025,25,4,10,2023,4,2023-10-25
20231026,26,4,10,2023,4,2023-10-26
20231027,27,4,10,2023,4,2023-10-27
20231028,28,4,10,2023,4,2023-10-28
20231029,29,5,10,2023,4,2023-10-29
20231030,30,5,10,2023,4,2023-10-30
20231031,31,5,10,2023,4,2023-10-31
20231101,1,1,11,2023,4,2023-11-01
20231102,2,1,11,2023,4,2023-11-02
20231103,3,1,11,2023,4,2023-11-03
20231104,4,1,11,2023,4,2023-11-04
20231105,5,1,11,2023,4,2023-11-05
20231106,6,1,11,2023,4,2023-11-06
20231107,7,1,11,2023,4,2023-11-07
20231108,8,2,11,2023,4,2023-11-08
20231109,9,2,11,2023,4,2023-11-09
20231110,10,2,11,2023,4,2023-11-10
20231111,11,2,11,2023,4,2023-11-11
20231112,12,2,11,2023,4,2023-11-12
20231113,13,2,11,2023,4,2023-11-13
20231114,14,2,11,2023,4,2023-11-14
20231115,15,3,11,2023,4,2023-11-15
20231116,16,3,11,2023,4,2023-11-16
20231117,17,3,11,2023,4,2023-11-17
20231118,18,3,11,2023,4,2023-11-18
20231119,19,3,11,2023,4,2023-11-19
20231120,20,3,11,2023,4,2023-11-20
20231121,21,3,11,2023,4,2023-11-21
20231122,22,4,11,2023,4,2023-11-22
20231123,23,4,11,2023,4,2023-11-23
20231124,24,4,11,2023,4,2023-11-24
20231125,25,4,11,2023,4,2023-11-25
20231126,26,4,11,2023,4,2023-11-26
20231127,27,4,11,2023,4,2023-11-27
20231128,28,4,11,2023,4,2023-11-28
20231129,29,5,11,2023,4,2023-11-29
20231130,30,5,11,2023,4,2023-11-30
20231201,1,1,12,2023,4,2023-12-01
20231202,2,1,12,2023,4,2023-12-02
20231203,3,1,12,2023,4,2023-12-03
20231204,4,1,12,2023,4,2023-12-04
20231205,5,1,12,2023,4,2023-12-05
20231206,6,1,12,2023,4,2023-12-06
20231207,7,1,12,2023,4,2023-12-07
20231208,8,2,12,2023,4,2023-12-08
20231209,9,2,12,2023,4,2023-12-09
20231210,10,2,12,2023,4,2023-12-10
20231211,11,2,12,2023,4,2023-12-11
20231212,12,2,12,2023,4,2023-12-12
20231213,13,2,12,2023,4,2023-12-13
20231214,14,2,12,2023,4,2023-12-14
20231215,15,3,12,2023,4,2023-12-15
20231216,16,3,12,2023,4,2023-12-16
20231217,17,3,12,2023,4,2023-12-17
20231218,18,3,12,2023,4,2023-12-18
20231219,19,3,12,2023,4,2023-12-19
20231220,20,3,12,2023,4,2023-12-20
20231221,21,3,12,2023,4,2023-12-21
20231222,22,4,12,2023,4,2023-12-22
20231223,23,4,12,2023,4,2023-12-23
20231224,24,4,12,2023,4,2023-12-24
20231225,25,4,12,2023,4,2023-12-25
20231226,26,4,12,2023,4,2023-12-26
20231227,27,4,12,2023,4,2023-12-27
20231228,28,4,12,2023,4,2023-12-28
20231229,29,5,12,2023,4,2023-12-29
20231230,30,5,12,2023,4,2023-12-30
20231231,31,5,12,2023,4,2023-12-31
20240101,1,1,1,2024,1,2024-01-01
20240102,2,1,1,2024,1,2024-01-02
20240103,3,1,1,2024,1,2024-01-03
20240104,4,1,1,2024,1,2024-01-04
20240105,5,1,1,2024,1,2024-01-05
20240106,6,1,1,2024,1,2024-01-06
20240107,7,1,1,2024,1,2024-01-07
20240108,8,2,1,2024,1,2024-01-08
20240109,9,2,1,2024,1,2024-01-09
20240110,10,2,1,2024,1,2024-01-10
20240111,11,2,1,2024,1,2024-01-11
20240112,12,2,1,2024,1,2024-01-12
20240113,13,2,1,2024,1,2024-01-13
20240114,14,2,1,2024,1,2024-01-14
20240115,15,3,1,2024,1,2024-01-15
20240116,16,3,1,2024,1,2024-01-16
20240117,17,3,1,2024,1,2024-01-17
20240118,18,3,1,2024,1,2024-01-18
20240119,19,3,1,2024,1,2024-01-19
20240120,20,3,1,2024,1,2024-01-20
20240121,21,3,1,2024,1,2024-01-21
20240122,22,4,1,2024,1,2024-01-22
20240123,23,4,1,2024,1,2024-01-23
20240124,24,4,1,2024,1,2024-01-24
20240125,25,4,1,2024,1,2024-01-25
20240126,26,4,1,2024,1,2024-01-26
20240127,27,4,1,2024,1,2024-01-27
20240128,28,4,1,2024,1,2024-01-28
20240129,29,5,1,2024,1,2024-01-29
20240130,30,5,1,2024,1,2024-01-30
20240131,31,5,1,2024,1,2024-01-31
20240201,1,1,2,2024,1,2024-02-01
20240202,2,1,2,2024,1,2024-02-02
20240203,3,1,2,2024,1,2024-02-03
20240204,4,1,2,2024,1,2024-02-04
20240205,5,1,2,2024,1,2024-02-05
20240206,6,1,2,2024,1,2024-02-06
20240207,7,1,2,2024,1,2024-02-07
20240208,8,2,2,2024,1,2024-02-08
20240209,9,2,2,2024,1,2024-02-09
20240210,10,2,2,2024,1,2024-02-10
20240211,11,2,2,2024,1,2024-02-11
20240212,12,2,2,2024,1,2024-02-12
20240213,13,2,2,2024,1,2024-02-13
20240214,14,2,2,2024,1,2024-02-14
20240215,15,3,2,2024,1,2024-02-15
20240216,16,3,2,2024,1,2024-02-16
20240217,17,3,2,2024,1,2024-02-17
20240218,18,3,2,2024,1,2024-02-18
20240219,19,3,2,2024,1,2024-02-19
20240220,20,3,2,2024,1,2024-02-20
20240221,21,3,2,2024,1,2024-02-21
20240222,22,4,2,2024,1,2024-02-22
20240223,23,4,2,2024,1,2024-02-23
20240224,24,4,2,2024,1,2024-02-24
20240225,25,4,2,2024,1,2024-02-25
20240226,26,4,2,2024,1,2024-02-26
20240227,27,4,2,2024,1,2024-02-27
20240228,28,4,2,2024,1,2024-02-28
20240229,29,5,2,2024,1,2024-02-29
20240301,1,1,3,2024,1,2024-03-01
20240302,2,1,3,2024,1,2024-03-02
20240303,3,1,3,2024,1,2024-03-03
20240304,4,1,3,2024,1,2024-03-04
20240305,5,1,3,2024,1,2024-03-05
20240306,6,1,3,2024,1,2024-03-06
20240307,7,1,3,2024,1,2024-03-07
20240308,8,2,3,2024,1,2024-03-08
20240309,9,2,3,2024,1,2024-03-09
20240310,10,2,3,2024,1,2024-03-10
20240311,11,2,3,2024,1,2024-03-11
20240312,12,2,3,2024,1,2024-03-12
20240313,13,2,3,2024,1,2024-03-13
20240314,14,2,3,2024,1,2024-03-14
20240315,15,3,3,2024,1,2024-03-15
20240316,16,3,3,2024,1,2024-03-16
20240317,17,3,3,2024,1,2024-03-17
20240318,18,3,3,2024,1,2024-03-18
20240319,19,3,3,2024,1,2024-03-19
20240320,20,3,3,2024,1,2024-03-20
20240321,21,3,3,2024,1,2024-03-21
20240322,22,4,3,2024,1,2024-03-22
20240323,23,4,3,2024,1,2024-03-23
20240324,24,4,3,2024,1,2024-03-24
20240325,25,4,3,2024,1,2024-03-25
20240326,26,4,3,2024,1,2024-03-26
20240327,27,4,3,2024,1,2024-03-27
20240328,28,4,3,2024,1,2024-03-28
20240329,29,5,3,2024,1,2024-03-29
20240330,30,5,3,2024,1,2024-03-30
20240331,31,5,3,2024,1,2024-03-31
20240401,1,1,4,2024,2,2024-04-01
20240402,2,1,4,2024,2,2024-04-02
20240403,3,1,4,2024,2,2024-04-03
20240404,4,1,4,2024,2,2024-04-04
20240405,5,1,4,2024,2,2024-04-05
20240406,6,1,4,2024,2,2024-04-06
20240407,7,1,4,2024,2,2024-04-07
20240408,8,2,4,2024,2,2024-04-08
20240409,9,2,4,2024,2,2024-04-09
20240410,10,2,4,2024,2,2024-04-10
20240411,11,2,4,2024,2,2024-04-11
20240412,12,2,4,2024,2,2024-04-12
20240413,13,2,4,2024,2,2024-04-13
20240414,14,2,4,2024,2,2024-04-14
20240415,15,3,4,2024,2,2024-04-15
20240416,16,3,4,2024,2,2024-04-16
20240417,17,3,4,2024,2,2024-04-17
20240418,18,3,4,2024,2,2024-04-18
20240419,19,3,4,2024,2,2024-04-19
20240420,20,3,4,2024,2,2024-04-20
20240421,21,3,4,2024,2,2024-04-21
20240422,22,4,4,2024,2,2024-04-22
20240423,23,4,4,2024,2,2024-04-23
20240424,24,4,4,2024,2,2024-04-24
20240425,25,4,4,2024,2,2024-04-25
20240426,26,4,4,2024,2,2024-04-26
20240427,27,4,4,2024,2,2024-04-27
20240428,28,4,4,2024,2,2024-04-28
20240429,29,5,4,2024,2,2024-04-29
20240430,30,5,4,2024,2,2024-04-30
20240501,1,1,5,2024,2,2024-05-01
20240502,2,1,5,2024,2,2024-05-02
20240503,3,1,5,2024,2,2024-05-03
20240504,4,1,5,2024,2,2024-05-04
20240505,5,1,5,2024,2,2024-05-05
20240506,6,1,5,2024,2,2024-05-06
20240507,7,1,5,2024,2,2024-05-07
20240508,8,2,5,2024,2,2024-05-08
20240509,9,2,5,2024,2,2024-05-09
20240510,10,2,5,2024,2,2024-05-10
20240511,11,2,5,2024,2,2024-05-11
20240512,12,2,5,2024,2,2024-05-12
20240513,13,2,5,2024,2,2024-05-13
20240514,14,2,5,2024,2,2024-05-14
20240515,15,3,5,2024,2,2024-05-15
20240516,16,3,5,2024,2,2024-05-16
20240517,17,3,5,2024,2,2024-05-17
20240518,18,3,5,2024,2,2024-05-18
20240519,19,3,5,2024,2,2024-05-19
20240520,20,3,5,2024,2,2024-05-20
20240521,21,3,5,2024,2,2024-05-21
20240522,22,4,5,2024,2,2024-05-22
20240523,23,4,5,2024,2,2024-05-23
20240524,24,4,5,2024,2,2024-05-24
20240525,25,4,5,2024,2,2024-05-25
20240526,26,4,5,2024,2,2024-05-26
20240527,27,4,5,2024,2,2024-05-27
20240528,28,4,5,2024,2,2024-05-28
20240529,29,5,5,2024,2,2024-05-29
20240530,30,5,5,2024,2,2024-05-30
20240531,31,5,5,2024,2,2024-05-31
20240601,1,1,6,2024,2,2024-06-01
20240602,2,1,6,2024,2,2024-06-02
20240603,3,1,6,2024,2,2024-06-03
20240604,4,1,6,2024,2,2024-06-04
20240605,5,1,6,2024,2,2024-06-05
20240606,6,1,6,2024,2,2024-06-06
20240607,7,1,6,2024,2,2024-06-07
20240608,8,2,6,2024,2,2024-06-08
20240609,9,2,6,2024,2,2024-06-09
20240610,10,2,6,2024,2,2024-06-10
20240611,11,2,6,2024,2,2024-06-11
20240612,12,2,6,2024,2,2024-06-12
20240613,13,2,6,2024,2,2024-06-13
20240614,14,2,6,2024,2,2024-06-14
20240615,15,3,6,2024,2,2024-06-15
20240616,16,3,6,2024,2,2024-06-16
20240617,17,3,6,2024,2,2024-06-17
20240618,18,3,6,2024,2,2024-06-18
20240619,19,3,6,2024,2,2024-06-19
20240620,20,3,6,2024,2,2024-06-20
20240621,21,3,6,2024,2,2024-06-21
20240622,22,4,6,2024,2,2024-06-22
20240623,23,4,6,2024,2,2024-06-23
20240624,24,4,6,2024,2,2024-06-24
20240625,25,4,6,2024,2,2024-06-25
20240626,26,4,6,2024,2,2024-06-26
20240627,27,4,6,2024,2,2024-06-27
20240628,28,4,6,2024,2,2024-06-28
20240629,29,5,6,2024,2,2024-06-29
20240630,30,5,6,2024,2,2024-06-30
20240701,1,1,7,2024,3,2024-07-01
20240702,2,1,7,2024,3,2024-07-02
20240703,3,1,7,2024,3,2024-07-03
20240704,4,1,7,2024,3,2024-07-04
20240705,5,1,7,2024,3,2024-07-05
20240706,6,1,7,2024,3,2024-07-06
20240707,7,1,7,2024,3,2024-07-07
20240708,8,2,7,2024,3,2024-07-08
20240709,9,2,7,2024,3,2024-07-09
20240710,10,2,7,2024,3,2024-07-10
20240711,11,2,7,2024,3,2024-07-11
20240712,12,2,7,2024,3,2024-07-12
20240713,13,2,7,2024,3,2024-07-13
20240714,14,2,7,2024,3,2024-07-14
20240715,15,3,7,2024,3,2024-07-15
20240716,16,3,7,2024,3,2024-07-16
20240717,17,3,7,2024,3,2024-07-17
20240718,18,3,7,2024,3,2024-07-18
20240719,19,3,7,2024,3,2024-07-19
20240720,20,3,7,2024,3,2024-07-20
20240721,21,3,7,2024,3,2024-07-21
20240722,22,4,7,2024,3,2024-07-22
20240723,23,4,7,2024,3,2024-07-23
20240724,24,4,7,2024,3,2024-07-24
20240725,25,4,7,2024,3,2024-07-25
20240726,26,4,7,2024,3,2024-07-26
20240727,27,4,7,2024,3,2024-07-27
20240728,28,4,7,2024,3,2024-07-28
20240729,29,5,7,2024,3,2024-07-29
20240730,30,5,7,2024,3,2024-07-30
20240731,31,5,7,2024,3,2024-07-31
20240801,1,1,8,2024,3,2024-08-01
20240802,2,1,8,2024,3,2024-08-02
20240803,3,1,8,2024,3,2024-08-03
20240804,4,1,8,2024,3,2024-08-04
20240805,5,1,8,2024,3,2024-08-05
20240806,6,1,8,2024,3,2024-08-06
20240807,7,1,8,2024,3,2024-08-07
20240808,8,2,8,2024,3,2024-08-08
20240809,9,2,8,2024,3,2024-08-09
20240810,10,2,8,2024,3,2024-08-10
20240811,11,2,8,2024,3,2024-08-11
20240812,12,2,8,2024,3,2024-08-12
20240813,13,2,8,2024,3,2024-08-13
20240814,14,2,8,2024,3,2024-08-14
20240815,15,3,8,2024,3,2024-08-15
20240816,16,3,8,2024,3,2024-08-16
20240817,17,3,8,2024,3,2024-08-17
20240818,18,3,8,2024,3,2024-08-18
20240819,19,3,8,2024,3,2024-08-19
20240820,20,3,8,2024,3,2024-08-20
20240821,21,3,8,2024,3,2024-08-21
20240822,22,4,8,2024,3,2024-08-22
20240823,23,4,8,2024,3,2024-08-23
20240824,24,4,8,2024,3,2024-08-24
20240825,25,4,8,2024,3,2024-08-25
20240826,26,4,8,2024,3,2024-08-26
20240827,27,4,8,2024,3,2024-08-27
20240828,28,4,8,2024,3,2024-08-28
20240829,29,5,8,2024,3,2024-08-29
20240830,30,5,8,2024,3,2024-08-30
20240831,31,5,8,2024,3,2024-08-31
20240901,1,1,9,2024,3,2024-09-01
20240902,2,1,9,2024,3,2024-09-02
20240903,3,1,9,2024,3,2024-09-03
20240904,4,1,9,2024,3,2024-09-04
20240905,5,1,9,2024,3,2024-09-05
20240906,6,1,9,2024,3,2024-09-06
20240907,7,1,9,2024,3,2024-09-07
20240908,8,2,9,2024,3,2024-09-08
20240909,9,2,9,2024,3,2024-09-09
20240910,10,2,9,2024,3,2024-09-10
20240911,11,2,9,2024,3,2024-09-11
20240912,12,2,9,2024,3,2024-09-12
20240913,13,2,9,2024,3,2024-09-13
20240914,14,2,9,2024,3,2024-09-14
20240915,15,3,9,2024,3,2024-09-15
20240916,16,3,9,2024,3,2024-09-16
20240917,17,3,9,2024,3,2024-09-17
20240918,18,3,9,2024,3,2024-09-18
20240919,19,3,9,2024,3,2024-09-19
20240920,20,3,9,2024,3,2024-09-20
20240921,21,3,9,2024,3,2024-09-21
20240922,22,4,9,2024,3,2024-09-22
20240923,23,4,9,2024,3,2024-09-23
20240924,24,4,9,2024,3,2024-09-24
20240925,25,4,9,2024,3,2024-09-25
20240926,26,4,9,2024,3,2024-09-26
20240927,27,4,9,2024,3,2024-09-27
20240928,28,4,9,2024,3,2024-09-28
20240929,29,5,9,2024,3,2024-09-29
20240930,30,5,9,2024,3,2024-09-30
20241001,1,1,10,2024,4,2024-10-01
20241002,2,1,10,2024,4,2024-10-02
20241003,3,1,10,2024,4,2024-10-03
20241004,4,1,10,2024,4,2024-10-04
20241005,5,1,10,2024,4,2024-10-05
20241006,6,1,10,2024,4,2024-10-06
20241007,7,1,10,2024,4,2024-10-07
20241008,8,2,10,2024,4,2024-10-08
20241009,9,2,10,2024,4,2024-10-09
20241010,10,2,10,2024,4,2024-10-10
20241011,11,2,10,2024,4,2024-10-11
20241012,12,2,10,2024,4,2024-10-12
20241013,13,2,10,2024,4,2024-10-13
20241014,14,2,10,2024,4,2024-10-14
20241015,15,3,10,2024,4,2024-10-15
20241016,16,3,10,2024,4,2024-10-16
20241017,17,3,10,2024,4,2024-10-17
20241018,18,3,10,2024,4,2024-10-18
20241019,19,3,10,2024,4,2024-10-19
20241020,20,3,10,2024,4,2024-10-20
20241021,21,3,10,2024,4,2024-10-21
20241022,22,4,10,2024,4,2024-10-22
20241023,23,4,10,2024,4,2024-10-23
20241024,24,4,10,2024,4,2024-10-24
20241025,25,4,10,2024,4,2024-10-25
20241026,26,4,10,2024,4,2024-10-26
20241027,27,4,10,2024,4,2024-10-27
20241028,28,4,10,2024,4,2024-10-28
20241029,29,5,10,2024,4,2024-10-29
20241030,30,5,10,2024,4,2024-10-30
20241031,31,5,10,2024,4,2024-10-31
20241101,1,1,11,2024,4,2024-11-01
20241102,2,1,11,2024,4,2024-11-02
20241103,3,1,11,2024,4,2024-11-03
20241104,4,1,11,2024,4,2024-11-04
20241105,5,1,11,2024,4,2024-11-05
20241106,6,1,11,2024,4,2024-11-06
20241107,7,1,11,2024,4,2024-11-07
20241108,8,2,11,2024,4,2024-11-08
20241109,9,2,11,2024,4,2024-11-09
20241110,10,2,11,2024,4,2024-11-10
20241111,11,2,11,2024,4,2024-11-11
20241112,12,2,11,2024,4,2024-11-12
20241113,13,2,11,2024,4,2024-11-13
20241114,14,2,11,2024,4,2024-11-14
20241115,15,3,11,2024,4,2024-11-15
20241116,16,3,11,2024,4,2024-11-16
20241117,17,3,11,2024,4,2024-11-17
20241118,18,3,11,2024,4,2024-11-18
20241119,19,3,11,2024,4,2024-11-19
20241120,20,3,11,2024,4,2024-11-20
20241121,21,3,11,2024,4,2024-11-21
20241122,22,4,11,2024,4,2024-11-22
20241123,23,4,11,2024,4,2024-11-23
20241124,24,4,11,2024,4,2024-11-24
20241125,25,4,11,2024,4,2024-11-25
20241126,26,4,11,2024,4,2024-11-26
20241127,27,4,11,2024,4,2024-11-27
20241128,28,4,11,2024,4,2024-11-28
20241129,29,5,11,2024,4,2024-11-29
20241130,30,5,11,2024,4,2024-11-30
20241201,1,1,12,2024,4,2024-12-01
20241202,2,1,12,2024,4,2024-12-02
20241203,3,1,12,2024,4,2024-12-03
20241204,4,1,12,2024,4,2024-12-04
20241205,5,1,12,2024,4,2024-12-05
20241206,6,1,12,2024,4,2024-12-06
20241207,7,1,12,2024,4,2024-12-07
20241208,8,2,12,2024,4,2024-12-08
20241209,9,2,12,2024,4,2024-12-09
20241210,10,2,12,2024,4,2024-12-10
20241211,11,2,12,2024,4,2024-12-11
20241212,12,2,12,2024,4,2024-12-12
20241213,13,2,12,2024,4,2024-12-13
20241214,14,2,12,2024,4,2024-12-14
20241215,15,3,12,2024,4,2024-12-15
20241216,16,3,12,2024,4,2024-12-16
20241217,17,3,12,2024,4,2024-12-17
20241218,18,3,12,2024,4,2024-12-18
20241219,19,3,12,2024,4,2024-12-19
20241220,20,3,12,2024,4,2024-12-20
20241221,21,3,12,2024,4,2024-12-21
20241222,22,4,12,2024,4,2024-12-22
20241223,23,4,12,2024,4,2024-12-23
20241224,24,4,12,2024,4,2024-12-24
20241225,25,4,12,2024,4,2024-12-25
20241226,26,4,12,2024,4,2024-12-26
20241227,27,4,12,2024,4,2024-12-27
20241228,28,4,12,2024,4,2024-12-28
20241229,29,5,12,2024,4,2024-12-29
20241230,30,5,12,2024,4,2024-12-30
20241231,31,5,12,2024,4,2024-12-31
20250101,1,1,1,2025,1,2025-01-01
20250102,2,1,1,2025,1,2025-01-02
20250103,3,1,1,2025,1,2025-01-03
20250104,4,1,1,2025,1,2025-01-04
20250105,5,1,1,2025,1,2025-01-05
20250106,6,1,1,2025,1,2025-01-06
20250107,7,1,1,2025,1,2025-01-07
20250108,8,2,1,2025,1,2025-01-08
20250109,9,2,1,2025,1,2025-01-09
20250110,10,2,1,2025,1,2025-01-10
20250111,11,2,1,2025,1,2025-01-11
20250112,12,2,1,2025,1,2025-01-12
20250113,13,2,1,2025,1,2025-01-13
20250114,14,2,1,2025,1,2025-01-14
20250115,15,3,1,2025,1,2025-01-15
20250116,16,3,1,2025,1,2025-01-16
20250117,17,3,1,2025,1,2025-01-17
20250118,18,3,1,2025,1,2025-01-18
20250119,19,3,1,2025,1,2025-01-19
20250120,20,3,1,2025,1,2025-01-20
20250121,21,3,1,2025,1,2025-01-21
20250122,22,4,1,2025,1,2025-01-22
20250123,23,4,1,2025,1,2025-01-23
20250124,24,4,1,2025,1,2025-01-24
20250125,25,4,1,2025,1,2025-01-25
20250126,26,4,1,2025,1,2025-01-26
20250127,27,4,1,2025,1,2025-01-27
20250128,28,4,1,2025,1,2025-01-28
20250129,29,5,1,2025,1,2025-01-29
20250130,30,5,1,2025,1,2025-01-30
20250131,31,5,1,2025,1,2025-01-31
20250201,1,1,2,2025,1,2025-02-01
20250202,2,1,2,2025,1,2025-02-02
20250203,3,1,2,2025,1,2025-02-03
20250204,4,1,2,2025,1,2025-02-04
20250205,5,1,2,2025,1,2025-02-05
20250206,6,1,2,2025,1,2025-02-06
20250207,7,1,2,2025,1,2025-02-07
20250208,8,2,2,2025,1,2025-02-08
20250209,9,2,2,2025,1,2025-02-09
20250210,10,2,2,2025,1,2025-02-10
20250211,11,2,2,2025,1,2025-02-11
20250212,12,2,2,2025,1,2025-02-12
20250213,13,2,2,2025,1,2025-02-13
20250214,14,2,2,2025,1,2025-02-14
20250215,15,3,2,2025,1,2025-02-15
20250216,16,3,2,2025,1,2025-02-16
20250217,17,3,2,2025,1,2025-02-17
20250218,18,3,2,2025,1,2025-02-18
20250219,19,3,2,2025,1,2025-02-19
20250220,20,3,2,2025,1,2025-02-20
20250221,21,3,2,2025,1,2025-02-21
20250222,22,4,2,2025,1,2025-02-22
20250223,23,4,2,2025,1,2025-02-23
20250224,24,4,2,2025,1,2025-02-24
20250225,25,4,2,2025,1,2025-02-25
20250226,26,4,2,2025,1,2025-02-26
20250227,27,4,2,2025,1,2025-02-27
20250228,28,4,2,2025,1,2025-02-28
20250301,1,1,3,2025,1,2025-03-01
20250302,2,1,3,2025,1,2025-03-02
20250303,3,1,3,2025,1,2025-03-03
20250304,4,1,3,2025,1,2025-03-04
20250305,5,1,3,2025,1,2025-03-05
20250306,6,1,3,2025,1,2025-03-06
20250307,7,1,3,2025,1,2025-03-07
20250308,8,2,3,2025,1,2025-03-08
20250309,9,2,3,2025,1,2025-03-09
20250310,10,2,3,2025,1,2025-03-10
20250311,11,2,3,2025,1,2025-03-11
20250312,12,2,3,2025,1,2025-03-12
20250313,13,2,3,2025,1,2025-03-13
20250314,14,2,3,2025,1,2025-03-14
20250315,15,3,3,2025,1,2025-03-15
20250316,16,3,3,2025,1,2025-03-16
20250317,17,3,3,2025,1,2025-03-17
20250318,18,3,3,2025,1,2025-03-18
20250319,19,3,3,2025,1,2025-03-19
20250320,20,3,3,2025,1,2025-03-20
20250321,21,3,3,2025,1,2025-03-21
20250322,22,4,3,2025,1,2025-03-22
20250323,23,4,3,2025,1,2025-03-23
20250324,24,4,3,2025,1,2025-03-24
20250325,25,4,3,2025,1,2025-03-25
